Area,Room,Parking,Warehouse,Elevator,Address,PriceR,PriceM,PriceMC
87,2,TRUE,TRUE,TRUE,1,6264000000,6264,20044.8
105,2,TRUE,TRUE,TRUE,1,6200000000,6200,19840
61,1,TRUE,TRUE,TRUE,5,1850000000,1850,5920
88,2,TRUE,TRUE,TRUE,5,3700000000,3700,11840
101,2,TRUE,TRUE,TRUE,5,3700000000,3700,11840
160,2,TRUE,TRUE,TRUE,22,1930000000,1930,6176
130,2,TRUE,TRUE,TRUE,3,3250000000,3250,10400
70,3,TRUE,TRUE,TRUE,1,7800000000,7800,24960
144,2,TRUE,TRUE,TRUE,2,6600000000,6600,21120
91,2,TRUE,TRUE,TRUE,1,4500000000,4500,14400
68,2,TRUE,TRUE,TRUE,5,2200000000,2200,7040
133,3,TRUE,TRUE,TRUE,22,2260000000,2260,7232
71,2,TRUE,TRUE,TRUE,15,1633000000,1633,5225.6
64,1,TRUE,TRUE,TRUE,22,680000000,680,2176
132,2,TRUE,TRUE,TRUE,22,2244000000,2244,7180.8
95,2,TRUE,TRUE,TRUE,2,5600000000,5600,17920
95,2,TRUE,TRUE,TRUE,2,4500000000,4500,14400
102,2,TRUE,TRUE,TRUE,2,5200000000,5200,16640
120,2,TRUE,TRUE,TRUE,2,6250000000,6250,20000
117,3,TRUE,TRUE,TRUE,5,4600000000,4600,14720
60,1,TRUE,TRUE,TRUE,22,295000000,295,944
85,2,TRUE,TRUE,TRUE,10,1900000000,1900,6080
80,2,FALSE,TRUE,TRUE,10,1750000000,1750,5600
57,1,TRUE,TRUE,TRUE,5,1880000000,1880,6016
101,2,TRUE,FALSE,TRUE,14,3130000000,3130,10016
65,2,TRUE,TRUE,FALSE,5,1960000000,1960,6272
91,2,TRUE,TRUE,TRUE,2,3230000000,3230,10336
105,2,TRUE,TRUE,TRUE,22,690000000,690,2208
86,2,TRUE,TRUE,TRUE,2,3480000000,3480,11136
200,3,TRUE,TRUE,TRUE,1,35000000000,35000,112000
87,2,TRUE,TRUE,TRUE,22,760000000,760,2432
103,2,TRUE,TRUE,TRUE,5,3550000000,3550,11360
81,2,TRUE,TRUE,TRUE,8,2891700000,2891.7,9253.44
73,2,TRUE,TRUE,TRUE,5,2600000000,2600,8320
70,2,TRUE,TRUE,TRUE,15,455000000,455,1456
134,3,TRUE,TRUE,TRUE,22,1600000000,1600,5120
60,1,TRUE,TRUE,TRUE,5,1850000000,1850,5920
51,1,TRUE,TRUE,FALSE,5,2020000000,2020,6464
108,2,TRUE,TRUE,FALSE,22,1300000000,1300,4160
86,2,TRUE,TRUE,TRUE,22,610000000,610,1952
110,2,TRUE,TRUE,FALSE,22,1870000000,1870,5984
88,2,TRUE,TRUE,TRUE,22,740000000,740,2368
85,2,TRUE,TRUE,TRUE,22,780000000,780,2496
100,2,TRUE,TRUE,TRUE,14,3000000000,3000,9600
191,3,TRUE,TRUE,TRUE,1,18145000000,18145,58064
91,2,TRUE,TRUE,TRUE,,2093000000,2093,6697.6
282,3,TRUE,TRUE,TRUE,1,36660000000,36660,117312
282,2,TRUE,TRUE,TRUE,1,30000000000,30000,96000
210,3,TRUE,TRUE,TRUE,1,23100000000,23100,73920
87,2,TRUE,TRUE,TRUE,22,650000000,650,2080
170,2,TRUE,TRUE,TRUE,2,7140000000,7140,22848
89,2,TRUE,TRUE,TRUE,10,2047000000,2047,6550.4
64,2,TRUE,TRUE,TRUE,2,3200000000,3200,10240
89,2,TRUE,TRUE,TRUE,1,3100000000,3100,9920
135,3,TRUE,TRUE,TRUE,1,11800000000,11800,37760
75,2,FALSE,FALSE,FALSE,5,1650000000,1650,5280
105,2,TRUE,TRUE,TRUE,5,3990000000,3990,12768
320,4,TRUE,TRUE,TRUE,2,40000000000,40000,128000
111,2,TRUE,TRUE,TRUE,2,6800000000,6800,21760
133,3,TRUE,TRUE,TRUE,1,7448000000,7448,23833.6
65,1,TRUE,TRUE,FALSE,2,3250000000,3250,10400
65,1,FALSE,TRUE,TRUE,3,2650000000,2650,8480
112,2,TRUE,TRUE,TRUE,1,8200000000,8200,26240
147,3,TRUE,TRUE,TRUE,2,8400000000,8400,26880
67,1,TRUE,TRUE,TRUE,1,3450000000,3450,11040
66,2,TRUE,TRUE,TRUE,4,2510000000,2510,8032
75,2,TRUE,TRUE,FALSE,5,1880000000,1880,6016
180,3,TRUE,TRUE,TRUE,1,12600000000,12600,40320
103,2,TRUE,TRUE,TRUE,2,5200000000,5200,16640
68,1,TRUE,TRUE,TRUE,5,3570000000,3570,11424
78,2,TRUE,TRUE,TRUE,2,2000000000,2000,6400
100,2,TRUE,TRUE,TRUE,16,1000000000,1000,3200
58,1,TRUE,TRUE,TRUE,2,2650000000,2650,8480
90,2,TRUE,TRUE,TRUE,2,4200000000,4200,13440
235,3,TRUE,TRUE,TRUE,1,24000000000,24000,76800
48,1,TRUE,TRUE,TRUE,2,2250000000,2250,7200
70,2,TRUE,TRUE,TRUE,2,2800000000,2800,8960
86,2,TRUE,TRUE,TRUE,2,4200000000,4200,13440
79,2,TRUE,TRUE,TRUE,22,550000000,550,1760
88,2,TRUE,TRUE,TRUE,2,3600000000,3600,11520
145,3,TRUE,TRUE,TRUE,3,13000000000,13000,41600
135,3,TRUE,TRUE,TRUE,2,11475000000,11475,36720
50,1,FALSE,TRUE,FALSE,14,1260000000,1260,4032
87,2,TRUE,TRUE,TRUE,22,540000000,540,1728
84,2,TRUE,TRUE,TRUE,22,550000000,550,1760
300,4,TRUE,TRUE,TRUE,1,42000000000,42000,134400
137,3,TRUE,TRUE,TRUE,1,10000000000,10000,32000
105,2,TRUE,TRUE,TRUE,1,9500000000,9500,30400
145,2,TRUE,TRUE,TRUE,1,11000000000,11000,35200
84,2,TRUE,TRUE,TRUE,22,560000000,560,1792
170,2,TRUE,TRUE,TRUE,1,32000000000,32000,102400
170,3,TRUE,TRUE,TRUE,1,19000000000,19000,60800
283,3,TRUE,TRUE,TRUE,1,29700000000,29700,95040
84,2,TRUE,TRUE,TRUE,22,540000000,540,1728
200,2,TRUE,TRUE,TRUE,9,3310000000,3310,10592
84,2,TRUE,TRUE,TRUE,22,550000000,550,1760
80,2,TRUE,TRUE,FALSE,1,3250000000,3250,10400
863,2,TRUE,TRUE,TRUE,1,7830000000,7830,25056
125,2,TRUE,TRUE,TRUE,1,8700000000,8700,27840
65,2,TRUE,TRUE,TRUE,2,2350000000,2350,7520
105,2,TRUE,TRUE,TRUE,1,5300000000,5300,16960
170,3,TRUE,TRUE,TRUE,1,18700000000,18700,59840
230,3,TRUE,TRUE,TRUE,2,19300000000,19300,61760
200,3,TRUE,TRUE,TRUE,4,22000000000,22000,70400
93,2,TRUE,TRUE,TRUE,2,4650000000,4650,14880
110,2,TRUE,TRUE,TRUE,2,4500000000,4500,14400
400,5,TRUE,TRUE,TRUE,1,53950000000,53950,172640
95,2,TRUE,TRUE,TRUE,2,5700000000,5700,18240
128,3,TRUE,TRUE,TRUE,2,8960000000,8960,28672
140,2,TRUE,TRUE,TRUE,2,8400000000,8400,26880
86,2,TRUE,TRUE,TRUE,1,3200000000,3200,10240
70,2,TRUE,TRUE,TRUE,2,3900000000,3900,12480
73,2,TRUE,TRUE,TRUE,2,3900000000,3900,12480
75,1,TRUE,TRUE,TRUE,2,3200000000,3200,10240
67,2,TRUE,TRUE,TRUE,5,2200000000,2200,7040
68,2,TRUE,TRUE,TRUE,5,2700000000,2700,8640
88,2,TRUE,TRUE,TRUE,22,1900000000,1900,6080
111,2,TRUE,TRUE,TRUE,2,5661000000,5661,18115.2
98,2,TRUE,TRUE,FALSE,5,3750000000,3750,12000
62,2,TRUE,TRUE,TRUE,5,2750000000,2750,8800
80,2,TRUE,TRUE,TRUE,2,4240000000,4240,13568
210,4,TRUE,TRUE,TRUE,2,50000000000,50000,160000
82,2,TRUE,TRUE,TRUE,22,1100000000,1100,3520
130,3,TRUE,TRUE,TRUE,4,11100000000,11100,35520
76,2,TRUE,TRUE,TRUE,2,4000000000,4000,12800
96,2,TRUE,TRUE,TRUE,2,4800000000,4800,15360
103,2,TRUE,TRUE,TRUE,2,5200000000,5200,16640
135,3,TRUE,FALSE,TRUE,2,8700000000,8700,27840
140,2,TRUE,TRUE,TRUE,2,12600000000,12600,40320
165,3,TRUE,TRUE,TRUE,2,14800000000,14800,47360
160,2,TRUE,TRUE,TRUE,22,2000000000,2000,6400
51,1,FALSE,TRUE,TRUE,14,1300000000,1300,4160
75,1,TRUE,TRUE,TRUE,2,3900000000,3900,12480
180,3,TRUE,TRUE,TRUE,5,9900000000,9900,31680
93,2,TRUE,TRUE,TRUE,5,1181100000,1181.1,3779.52
84,2,TRUE,TRUE,TRUE,3,10800000,10.8,34.56
92,2,FALSE,TRUE,TRUE,4,1012000000,1012,3238.4
105,2,TRUE,TRUE,TRUE,5,1365000000,1365,4368
67,2,TRUE,TRUE,FALSE,2,2400000000,2400,7680
100,2,TRUE,TRUE,TRUE,2,5500000000,5500,17600
170,3,TRUE,TRUE,TRUE,4,10800000000,10800,34560
162,3,TRUE,TRUE,TRUE,4,7600000000,7600,24320
43,1,TRUE,TRUE,TRUE,5,2080000000,2080,6656
245,3,TRUE,TRUE,TRUE,1,22050000000,22050,70560
93,2,TRUE,TRUE,TRUE,1,4140000000,4140,13248
40,1,TRUE,TRUE,TRUE,22,295000000,295,944
128,3,TRUE,TRUE,TRUE,1,9300000000,9300,29760
87,2,TRUE,TRUE,TRUE,22,795000000,795,2544
100,2,TRUE,TRUE,TRUE,4,5500000000,5500,17600
124,2,TRUE,TRUE,TRUE,4,7040000000,7040,22528
171,3,TRUE,TRUE,TRUE,1,14000000000,14000,44800
58,2,TRUE,TRUE,FALSE,2,2080000000,2080,6656
88,2,TRUE,TRUE,TRUE,11,2024000000,2024,6476.8
190,3,TRUE,TRUE,TRUE,1,24700000000,24700,79040
61,1,TRUE,TRUE,FALSE,2,2180000000,2180,6976
165,3,TRUE,TRUE,TRUE,1,17200000000,17200,55040
235,3,TRUE,TRUE,TRUE,1,26500000000,26500,84800
87,2,TRUE,TRUE,TRUE,22,670000000,670,2144
121,3,TRUE,TRUE,TRUE,22,630000000,630,2016
105,2,TRUE,TRUE,TRUE,22,955000000,955,3056
100,3,TRUE,TRUE,TRUE,22,500000000,500,1600
105,2,TRUE,TRUE,TRUE,22,980000000,980,3136
69,2,TRUE,TRUE,TRUE,5,2050000000,2050,6560
145,3,TRUE,TRUE,TRUE,4,7541000000,7541,24131.2
160,3,TRUE,TRUE,TRUE,1,10700000000,10700,34240
261,4,TRUE,TRUE,TRUE,1,26000000000,26000,83200
145,3,TRUE,TRUE,TRUE,1,11000000000,11000,35200
51,1,FALSE,TRUE,TRUE,14,1275000000,1275,4080
87,2,TRUE,TRUE,TRUE,22,490000000,490,1568
116,2,TRUE,TRUE,TRUE,5,4350000000,4350,13920
95,2,TRUE,TRUE,TRUE,10,2280000000,2280,7296
75,2,TRUE,TRUE,TRUE,10,2250000000,2250,7200
86,2,TRUE,TRUE,TRUE,,1978000000,1978,6329.6
95,2,TRUE,TRUE,TRUE,2,4200000000,4200,13440
85,2,TRUE,TRUE,TRUE,,1955000000,1955,6256
88,2,TRUE,TRUE,TRUE,4,2024000000,2024,6476.8
93,2,TRUE,TRUE,TRUE,4,2139000000,2139,6844.8
70,2,TRUE,TRUE,TRUE,11,1630000000,1630,5216
140,3,TRUE,TRUE,TRUE,2,9800000000,9800,31360
81,2,TRUE,TRUE,TRUE,2,4000000000,4000,12800
109,2,TRUE,TRUE,TRUE,5,3500000000,3500,11200
122,2,TRUE,TRUE,TRUE,1,7000000000,7000,22400
70,1,TRUE,TRUE,TRUE,2,3100000000,3100,9920
60,1,TRUE,TRUE,TRUE,5,2450000000,2450,7840
53,1,TRUE,TRUE,FALSE,5,1920000000,1920,6144
45,1,FALSE,FALSE,FALSE,9,1200000000,1200,3840
58,1,TRUE,TRUE,FALSE,2,1900000000,1900,6080
140,3,TRUE,TRUE,TRUE,5,4400000000,4400,14080
100,2,TRUE,TRUE,TRUE,5,3580000000,3580,11456
96,2,TRUE,TRUE,TRUE,3,3750000000,3750,12000
79,2,TRUE,TRUE,TRUE,5,2850000000,2850,9120
125,3,TRUE,TRUE,TRUE,16,3750000000,3750,12000
75,2,TRUE,TRUE,TRUE,1,3050000000,3050,9760
145,2,TRUE,TRUE,TRUE,3,4500000000,4500,14400
102,2,TRUE,TRUE,FALSE,2,4520000000,4520,14464
140,3,TRUE,TRUE,TRUE,16,8500000000,8500,27200
66,1,TRUE,TRUE,TRUE,2,3300000000,3300,10560
161,3,TRUE,TRUE,TRUE,16,8350000000,8350,26720
102,2,TRUE,TRUE,TRUE,16,4500000000,4500,14400
145,4,TRUE,TRUE,TRUE,16,5100000000,5100,16320
95,2,TRUE,TRUE,TRUE,5,2970000000,2970,9504
78,2,TRUE,TRUE,TRUE,22,460000000,460,1472
66,1,TRUE,TRUE,FALSE,9,1090000000,1090,3488
48,1,TRUE,TRUE,TRUE,10,810000000,810,2592
85,2,TRUE,TRUE,TRUE,5,3200000000,3200,10240
63,1,TRUE,TRUE,TRUE,,2000000000,2000,6400
105,2,TRUE,TRUE,TRUE,5,1035000000,1035,3312
55,1,TRUE,TRUE,FALSE,,1090000000,1090,3488
103,2,TRUE,TRUE,TRUE,15,1035000000,1035,3312
101,2,TRUE,TRUE,TRUE,3,1035000000,1035,3312
106,2,TRUE,TRUE,FALSE,22,1245000000,1245,3984
100,2,TRUE,TRUE,TRUE,16,1035000000,1035,3312
77,2,TRUE,TRUE,TRUE,5,2650000000,2650,8480
66,2,TRUE,TRUE,TRUE,2,2700000000,2700,8640
105,3,TRUE,TRUE,TRUE,5,3600000000,3600,11520
117,2,TRUE,TRUE,TRUE,5,6500000000,6500,20800
118,2,TRUE,TRUE,TRUE,5,3900000000,3900,12480
200,3,TRUE,TRUE,TRUE,4,16160000000,16160,51712
86,2,TRUE,TRUE,TRUE,22,500000000,500,1600
85,2,TRUE,TRUE,TRUE,22,600000000,600,1920
86,2,TRUE,TRUE,TRUE,22,750000000,750,2400
86,2,TRUE,TRUE,TRUE,22,600000000,600,1920
75,2,TRUE,TRUE,TRUE,2,3300000000,3300,10560
200,3,TRUE,TRUE,TRUE,1,20000000000,20000,64000
46,1,TRUE,TRUE,FALSE,22,450000000,450,1440
98,2,TRUE,TRUE,TRUE,22,570000000,570,1824
90,2,TRUE,TRUE,TRUE,1,6700000000,6700,21440
70,2,TRUE,TRUE,TRUE,1,2950000000,2950,9440
40,1,TRUE,TRUE,TRUE,22,350000000,350,1120
58,1,TRUE,TRUE,TRUE,5,2750000000,2750,8800
90,2,TRUE,TRUE,TRUE,3,4590000000,4590,14688
78,2,TRUE,TRUE,TRUE,5,3300000000,3300,10560
200,3,TRUE,TRUE,TRUE,1,20000000000,20000,64000
82,2,TRUE,TRUE,TRUE,3,4200000000,4200,13440
125,2,TRUE,TRUE,TRUE,4,11250000000,11250,36000
107,2,TRUE,TRUE,TRUE,4,9200000000,9200,29440
55,1,FALSE,TRUE,FALSE,10,850000000,850,2720
420,5,TRUE,TRUE,FALSE,22,11000000000,11000,35200
225,4,TRUE,TRUE,FALSE,22,5500000000,5500,17600
230,3,TRUE,TRUE,TRUE,4,13800000000,13800,44160
97,2,TRUE,TRUE,TRUE,22,900000000,900,2880
145,3,TRUE,TRUE,TRUE,3,12300000000,12300,39360
50,1,TRUE,TRUE,FALSE,4,1750000000,1750,5600
117,2,TRUE,TRUE,TRUE,4,6100000000,6100,19520
72,1,TRUE,TRUE,FALSE,22,730000000,730,2336
161,3,TRUE,TRUE,TRUE,3,13000000000,13000,41600
400,5,TRUE,TRUE,TRUE,2,18500000000,18500,59200
230,3,TRUE,TRUE,TRUE,1,23000000000,23000,73600
170,3,TRUE,TRUE,TRUE,4,7950000000,7950,25440
58,1,TRUE,TRUE,TRUE,5,2050000000,2050,6560
57,1,TRUE,TRUE,TRUE,5,1950000000,1950,6240
50,1,TRUE,TRUE,TRUE,14,1200000000,1200,3840
84,2,TRUE,TRUE,FALSE,22,850000000,850,2720
64,2,TRUE,TRUE,FALSE,22,960000000,960,3072
113,2,TRUE,TRUE,TRUE,2,6500000000,6500,20800
175,3,TRUE,TRUE,TRUE,4,9450000000,9450,30240
111,2,TRUE,TRUE,TRUE,4,6050000000,6050,19360
128,3,TRUE,TRUE,TRUE,4,6500000000,6500,20800
200,4,TRUE,TRUE,TRUE,1,14000000000,14000,44800
131,2,TRUE,TRUE,TRUE,2,7980000000,7980,25536
105,3,TRUE,TRUE,TRUE,4,6000000000,6000,19200
87,2,TRUE,TRUE,TRUE,22,650000000,650,2080
140,3,TRUE,TRUE,TRUE,1,6300000000,6300,20160
185,3,TRUE,TRUE,TRUE,1,9000000000,9000,28800
122,2,TRUE,TRUE,TRUE,2,7900000000,7900,25280
69,2,TRUE,TRUE,TRUE,3,3795000000,3795,12144
95,2,TRUE,TRUE,TRUE,2,6700000000,6700,21440
90,2,TRUE,TRUE,TRUE,7,4000000000,4000,12800
57,1,TRUE,TRUE,TRUE,9,1600000000,1600,5120
400,3,TRUE,TRUE,FALSE,3,2000000000,2000,6400
81,2,TRUE,TRUE,FALSE,22,1109700000,1109.7,3551.04
94,2,TRUE,TRUE,TRUE,22,1250000000,1250,4000
134,2,TRUE,TRUE,TRUE,11,1608000000,1608,5145.6
44,1,TRUE,TRUE,FALSE,22,585000000,585,1872
100,2,TRUE,TRUE,TRUE,2,3250000000,3250,10400
175,3,TRUE,TRUE,TRUE,2,9300000000,9300,29760
54,2,TRUE,TRUE,FALSE,5,1850000000,1850,5920
96,2,TRUE,TRUE,TRUE,11,2210000000,2210,7072
90,2,TRUE,TRUE,TRUE,10,2400000000,2400,7680
90,2,TRUE,TRUE,TRUE,5,3170000000,3170,10144
68,2,FALSE,FALSE,FALSE,10,1100000000,1100,3520
68,2,FALSE,FALSE,FALSE,10,1100000000,1100,3520
90,2,TRUE,TRUE,TRUE,5,3200000000,3200,10240
97,2,TRUE,TRUE,TRUE,2,4700000000,4700,15040
78,2,TRUE,TRUE,FALSE,2,2730000000,2730,8736
125,3,TRUE,TRUE,TRUE,5,5550000000,5550,17760
97,2,TRUE,TRUE,TRUE,1,5950000000,5950,19040
100,2,TRUE,TRUE,TRUE,1,6200000000,6200,19840
63,2,TRUE,TRUE,TRUE,5,2100000000,2100,6720
57,1,TRUE,TRUE,TRUE,2,2000000000,2000,6400
80,2,TRUE,TRUE,TRUE,3,1390000000,1390,4448
94,2,TRUE,TRUE,TRUE,3,1712000000,1712,5478.4
109,3,TRUE,TRUE,TRUE,5,4230000000,4230,13536
78,2,TRUE,TRUE,TRUE,4,3300000000,3300,10560
250,3,TRUE,TRUE,TRUE,1,32500000000,32500,104000
140,3,TRUE,TRUE,TRUE,4,6800000000,6800,21760
100,2,TRUE,TRUE,TRUE,22,500000000,500,1600
83,2,TRUE,TRUE,TRUE,4,2575000000,2575,8240
100,2,TRUE,TRUE,TRUE,4,5500000000,5500,17600
60,2,TRUE,TRUE,TRUE,4,3450000000,3450,11040
82,2,TRUE,TRUE,TRUE,4,3050000000,3050,9760
49,1,TRUE,TRUE,FALSE,22,460000000,460,1472
216,4,TRUE,TRUE,FALSE,22,5700000000,5700,18240
200,2,TRUE,TRUE,FALSE,22,7000000000,7000,22400
77,2,FALSE,FALSE,FALSE,22,440000000,440,1408
63,1,TRUE,TRUE,TRUE,5,2080000000,2080,6656
125,3,TRUE,TRUE,FALSE,22,1300000000,1300,4160
45,1,TRUE,TRUE,TRUE,5,1900000000,1900,6080
135,3,TRUE,TRUE,TRUE,2,7500000000,7500,24000
80,2,TRUE,FALSE,TRUE,2,4700000000,4700,15040
125,3,TRUE,TRUE,TRUE,2,6300000000,6300,20160
95,2,TRUE,TRUE,TRUE,2,6250000000,6250,20000
85,2,TRUE,TRUE,TRUE,2,4500000000,4500,14400
110,2,TRUE,TRUE,TRUE,2,8100000000,8100,25920
680,5,TRUE,TRUE,FALSE,2,81600000000,81600,261120
63,1,TRUE,TRUE,TRUE,5,2350000000,2350,7520
60,1,TRUE,TRUE,TRUE,2,3600000000,3600,11520
210,3,TRUE,TRUE,TRUE,1,14000000000,14000,44800
145,3,TRUE,TRUE,TRUE,1,11600000000,11600,37120
171,3,TRUE,TRUE,TRUE,2,8900000000,8900,28480
55,1,TRUE,TRUE,TRUE,5,1830000000,1830,5856
140,3,TRUE,TRUE,TRUE,2,7700000000,7700,24640
147,3,TRUE,TRUE,TRUE,2,8700000000,8700,27840
83,2,TRUE,TRUE,TRUE,5,2400000000,2400,7680
105,2,TRUE,TRUE,TRUE,22,514000000,514,1644.8
55,1,TRUE,TRUE,TRUE,5,2000000000,2000,6400
750,5,TRUE,TRUE,TRUE,1,75000000000,75000,240000
62,2,TRUE,TRUE,TRUE,2,2100000000,2100,6720
55,1,TRUE,TRUE,TRUE,16,1900000000,1900,6080
75,2,TRUE,TRUE,FALSE,5,1950000000,1950,6240
95,2,TRUE,TRUE,TRUE,5,4200000000,4200,13440
89,2,TRUE,TRUE,TRUE,2,3620000000,3620,11584
202,3,TRUE,TRUE,TRUE,5,7474000000,7474,23916.8
51,1,TRUE,TRUE,FALSE,1,1720000000,1720,5504
400,1,TRUE,FALSE,FALSE,8,3000000000,3000,9600
145,3,TRUE,TRUE,TRUE,2,7600000000,7600,24320
130,3,TRUE,TRUE,TRUE,2,8450000000,8450,27040
62,1,FALSE,TRUE,FALSE,2,950000000,950,3040
94,2,TRUE,TRUE,TRUE,5,3160000000,3160,10112
87,2,TRUE,TRUE,TRUE,22,726000000,726,2323.2
51,2,FALSE,TRUE,TRUE,,1050000000,1050,3360
95,2,TRUE,TRUE,TRUE,5,2870000000,2870,9184
145,3,TRUE,TRUE,TRUE,2,4300000000,4300,13760
88,2,TRUE,TRUE,TRUE,5,3940000000,3940,12608
94,2,TRUE,TRUE,TRUE,5,4700000000,4700,15040
89,2,TRUE,TRUE,TRUE,2,3300000000,3300,10560
62,2,TRUE,TRUE,FALSE,4,3400000000,3400,10880
136,3,TRUE,TRUE,TRUE,2,7550000000,7550,24160
60,1,TRUE,TRUE,TRUE,5,2450000000,2450,7840
120,3,TRUE,TRUE,TRUE,1,5000000000,5000,16000
137,3,TRUE,TRUE,TRUE,22,1750000000,1750,5600
160,3,TRUE,TRUE,TRUE,2,12500000000,12500,40000
110,2,TRUE,TRUE,TRUE,2,8800000000,8800,28160
71,2,TRUE,TRUE,FALSE,22,940000000,940,3008
80,2,TRUE,TRUE,FALSE,22,1110000000,1110,3552
77,2,TRUE,TRUE,TRUE,1,5544000000,5544,17740.8
74,2,TRUE,TRUE,TRUE,5,4100000000,4100,13120
130,3,TRUE,TRUE,TRUE,5,5400000000,5400,17280
70,2,TRUE,TRUE,TRUE,1,2400000000,2400,7680
75,2,FALSE,TRUE,TRUE,22,389000000,389,1244.8
83,2,TRUE,FALSE,TRUE,4,5000000000,5000,16000
65,1,TRUE,TRUE,TRUE,2,3500000000,3500,11200
62,1,FALSE,TRUE,FALSE,2,1100000000,1100,3520
140,3,TRUE,TRUE,TRUE,11,1484000000,1484,4748.8
235,3,TRUE,TRUE,TRUE,1,25900000000,25900,82880
102,2,TRUE,TRUE,TRUE,1,8100000000,8100,25920
138,3,TRUE,TRUE,TRUE,11,1242000000,1242,3974.4
49,1,TRUE,TRUE,FALSE,22,380000000,380,1216
250,3,TRUE,TRUE,FALSE,1,45000000000,45000,144000
48,1,TRUE,TRUE,FALSE,,995000000,995,3184
128,3,TRUE,TRUE,TRUE,2,5200000000,5200,16640
60,1,TRUE,TRUE,TRUE,14,1380000000,1380,4416
85,2,TRUE,TRUE,TRUE,1,3200000000,3200,10240
85,2,TRUE,TRUE,TRUE,22,565000000,565,1808
78,2,TRUE,FALSE,FALSE,22,550000000,550,1760
38,1,TRUE,TRUE,FALSE,14,850000000,850,2720
92,2,TRUE,FALSE,TRUE,14,2760000000,2760,8832
95,2,TRUE,TRUE,TRUE,5,4650000000,4650,14880
105,3,TRUE,TRUE,TRUE,5,3900000000,3900,12480
92,2,FALSE,FALSE,TRUE,22,550000000,550,1760
76,2,TRUE,TRUE,FALSE,5,2400000000,2400,7680
161,3,TRUE,TRUE,TRUE,1,350000000,350,1120
50,1,TRUE,FALSE,TRUE,20,750000000,750,2400
78,2,TRUE,TRUE,TRUE,5,2650000000,2650,8480
100,2,TRUE,TRUE,TRUE,5,3800000000,3800,12160
100,2,TRUE,TRUE,TRUE,5,3500000000,3500,11200
110,3,TRUE,TRUE,TRUE,10,2330000000,2330,7456
57,1,TRUE,TRUE,TRUE,5,2050000000,2050,6560
63,2,TRUE,TRUE,FALSE,22,870000000,870,2784
100,2,TRUE,TRUE,TRUE,9,3600000000,3600,11520
68,1,TRUE,TRUE,FALSE,5,1950000000,1950,6240
75,2,TRUE,TRUE,TRUE,5,2350000000,2350,7520
48,1,TRUE,TRUE,FALSE,5,1900000000,1900,6080
75,2,TRUE,TRUE,FALSE,5,2450000000,2450,7840
106,2,TRUE,TRUE,TRUE,5,3500000000,3500,11200
56,1,TRUE,TRUE,TRUE,5,1980000000,1980,6336
58,1,TRUE,TRUE,TRUE,5,2080000000,2080,6656
95,2,TRUE,TRUE,TRUE,2,3700000000,3700,11840
50,1,TRUE,TRUE,TRUE,5,1900000000,1900,6080
60,2,TRUE,TRUE,FALSE,2,2100000000,2100,6720
60,1,TRUE,TRUE,TRUE,5,1920000000,1920,6144
92,2,TRUE,TRUE,FALSE,4,2500000000,2500,8000
57,1,TRUE,TRUE,TRUE,5,2300000000,2300,7360
72,2,TRUE,TRUE,FALSE,5,2300000000,2300,7360
71,2,TRUE,TRUE,FALSE,5,2280000000,2280,7296
123,2,TRUE,TRUE,TRUE,6,3600000000,3600,11520
50,1,TRUE,TRUE,TRUE,5,1950000000,1950,6240
58,1,TRUE,TRUE,TRUE,5,1850000000,1850,5920
54,1,TRUE,TRUE,TRUE,5,2050000000,2050,6560
85,2,TRUE,TRUE,TRUE,5,2350000000,2350,7520
85,2,TRUE,TRUE,TRUE,5,3450000000,3450,11040
125,3,FALSE,TRUE,TRUE,6,1300000000,1300,4160
55,1,TRUE,TRUE,TRUE,5,1920000000,1920,6144
72,2,TRUE,TRUE,TRUE,5,2500000000,2500,8000
58,1,TRUE,TRUE,TRUE,5,1850000000,1850,5920
100,2,TRUE,TRUE,TRUE,5,3450000000,3450,11040
116,2,TRUE,TRUE,TRUE,16,4170000000,4170,13344
105,2,TRUE,TRUE,TRUE,16,3250000000,3250,10400
60,1,TRUE,TRUE,FALSE,5,1800000000,1800,5760
53,1,TRUE,TRUE,TRUE,5,2120000000,2120,6784
55,1,TRUE,TRUE,TRUE,5,1780000000,1780,5696
76,2,TRUE,TRUE,TRUE,5,2250000000,2250,7200
111,3,TRUE,TRUE,TRUE,16,3500000000,3500,11200
58,1,TRUE,TRUE,TRUE,5,1860000000,1860,5952
94,2,TRUE,TRUE,FALSE,5,3200000000,3200,10240
58,1,TRUE,TRUE,TRUE,5,1880000000,1880,6016
108,2,TRUE,TRUE,TRUE,3,3300000000,3300,10560
56,1,TRUE,TRUE,TRUE,5,2000000000,2000,6400
84,2,TRUE,TRUE,TRUE,5,3250000000,3250,10400
60,2,TRUE,TRUE,TRUE,11,1950000000,1950,6240
53,1,FALSE,TRUE,TRUE,22,470000000,470,1504
73,2,TRUE,TRUE,TRUE,14,2555000000,2555,8176
73,2,FALSE,FALSE,TRUE,14,1970000000,1970,6304
114,2,TRUE,TRUE,TRUE,14,3762000000,3762,12038.4
53,1,FALSE,TRUE,TRUE,22,540000000,540,1728
125,3,TRUE,TRUE,TRUE,14,4000000000,4000,12800
145,3,TRUE,TRUE,TRUE,1,13625000000,13625,43600
197,3,TRUE,TRUE,TRUE,3,187000000,187,598.4
